"STATISTIC","STATISTIC Label","TLIST(Q1)","Quarter","C03349V04063","Eircode Output","UNIT","VALUE"
"NDQ07","New Dwelling Completion","20123","2012Q3","D12","D12: Dublin 12","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","D13","D13: Dublin 13","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","D14","D14: Dublin 14","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","D15","D15: Dublin 15","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","D16","D16: Dublin 16","Number","6"
"NDQ07","New Dwelling Completion","20123","2012Q3","D17","D17: Dublin 17","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","D18","D18: Dublin 18","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","D20","D20: Dublin 20","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","D22","D22: Dublin 22","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","D24","D24: Dublin 24","Number","14"
"NDQ07","New Dwelling Completion","20123","2012Q3","D6W","D6W: Dublin 6W","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","E21","E21: Cahir","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","E25","E25: Cashel","Number","5"
"NDQ07","New Dwelling Completion","20123","2012Q3","E32","E32: Carrick-on-Suir","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","E34","E34: Tipperary","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","E41","E41: Thurles","Number","14"
"NDQ07","New Dwelling Completion","20123","2012Q3","E45","E45: Nenagh","Number","14"
"NDQ07","New Dwelling Completion","20123","2012Q3","E53","E53: Roscrea","Number","5"
"NDQ07","New Dwelling Completion","20123","2012Q3","E91","E91: Clonmel","Number","8"
"NDQ07","New Dwelling Completion","20123","2012Q3","F12","F12: Claremorris","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","F23","F23: Castlebar","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","F26","F26: Ballina","Number","23"
"NDQ07","New Dwelling Completion","20123","2012Q3","F28","F28: Westport","Number","17"
"NDQ07","New Dwelling Completion","20123","2012Q3","F31","F31: Ballinrobe","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","F35","F35: Ballyhaunis","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","F42","F42: Roscommon","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","F45","F45: Castlerea","Number","8"
"NDQ07","New Dwelling Completion","20123","2012Q3","F52","F52: Boyle","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","F56","F56: Ballymote","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","F91","F91: Sligo","Number","16"
"NDQ07","New Dwelling Completion","20123","2012Q3","F92","F92: Letterkenny","Number","31"
"NDQ07","New Dwelling Completion","20123","2012Q3","F93","F93: Lifford","Number","30"
"NDQ07","New Dwelling Completion","20123","2012Q3","F94","F94: Donegal","Number","31"
"NDQ07","New Dwelling Completion","20123","2012Q3","H12","H12: Cavan","Number","8"
"NDQ07","New Dwelling Completion","20123","2012Q3","H14","H14: Belturbet","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","H16","H16: Cootehill","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","H18","H18: Monaghan","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","H23","H23: Clones","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","H53","H53: Ballinasloe","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","H54","H54: Tuam","Number","13"
"NDQ07","New Dwelling Completion","20123","2012Q3","H62","H62: Loughrea","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","H65","H65: Athenry","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","H71","H71: Clifden","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","H91","H91: Galway","Number","39"
"NDQ07","New Dwelling Completion","20123","2012Q3","K32","K32: Balbriggan","Number","5"
"NDQ07","New Dwelling Completion","20123","2012Q3","K34","K34: Skerries","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","K36","K36: Malahide","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","K45","K45: Lusk","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","K56","K56: Rush","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","K67","K67: Swords","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","K78","K78: Lucan","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","N37","N37: Athlone","Number","8"
"NDQ07","New Dwelling Completion","20123","2012Q3","N39","N39: Longford","Number","29"
"NDQ07","New Dwelling Completion","20123","2012Q3","N41","N41: Carrick-on-Shannon","Number","11"
"NDQ07","New Dwelling Completion","20123","2012Q3","N91","N91: Mullingar","Number","16"
"NDQ07","New Dwelling Completion","20123","2012Q3","P12","P12: Macroom","Number","14"
"NDQ07","New Dwelling Completion","20123","2012Q3","P14","P14: Crookstown","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","P17","P17: Kinsale","Number","6"
"NDQ07","New Dwelling Completion","20123","2012Q3","P24","P24: Cobh","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","P25","P25: Midleton","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","P31","P31: Ballincollig","Number","6"
"NDQ07","New Dwelling Completion","20123","2012Q3","P32","P32: Rylane","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","P36","P36: Youghal","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","P43","P43: Carrigaline","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","P47","P47: Dunmanway","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","P51","P51: Mallow","Number","23"
"NDQ07","New Dwelling Completion","20123","2012Q3","P56","P56: Charleville","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","P61","P61: Fermoy","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","P67","P67: Mitchelstown","Number","1"
"NDQ07","New Dwelling Completion","20123","2012Q3","P72","P72: Bandon","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","P75","P75: Bantry","Number","11"
"NDQ07","New Dwelling Completion","20123","2012Q3","P81","P81: Skibbereen","Number","15"
"NDQ07","New Dwelling Completion","20123","2012Q3","P85","P85: Clonakilty","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","R14","R14: Athy","Number","4"
"NDQ07","New Dwelling Completion","20123","2012Q3","R21","R21: Mhuine Bheag","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","R32","R32: Portlaoise","Number","28"
"NDQ07","New Dwelling Completion","20123","2012Q3","R35","R35: Tullamore","Number","12"
"NDQ07","New Dwelling Completion","20123","2012Q3","R42","R42: Birr","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","R45","R45: Edenderry","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","R51","R51: Kildare","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","R56","R56: Curragh","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","R93","R93: Carlow","Number","14"
"NDQ07","New Dwelling Completion","20123","2012Q3","R95","R95: Kilkenny","Number","16"
"NDQ07","New Dwelling Completion","20123","2012Q3","T12","T12: Cork Southside","Number","20"
"NDQ07","New Dwelling Completion","20123","2012Q3","T23","T23: Cork Northside","Number","10"
"NDQ07","New Dwelling Completion","20123","2012Q3","T34","T34: Carrignavar","Number","5"
"NDQ07","New Dwelling Completion","20123","2012Q3","T45","T45: Glanmire","Number","6"
"NDQ07","New Dwelling Completion","20123","2012Q3","T56","T56: Watergrasshill","Number","6"
"NDQ07","New Dwelling Completion","20123","2012Q3","V14","V14: Shannon","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","V15","V15: Kilrush","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","V23","V23: Caherciveen","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","V31","V31: Listowel","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","V35","V35: Kilmallock","Number","9"
"NDQ07","New Dwelling Completion","20123","2012Q3","V42","V42: Newcastle West","Number","5"
"NDQ07","New Dwelling Completion","20123","2012Q3","V92","V92: Tralee","Number","8"
"NDQ07","New Dwelling Completion","20123","2012Q3","V93","V93: Killarney","Number","20"
"NDQ07","New Dwelling Completion","20123","2012Q3","V94","V94: Limerick","Number","40"
"NDQ07","New Dwelling Completion","20123","2012Q3","V95","V95: Ennis","Number","24"
"NDQ07","New Dwelling Completion","20123","2012Q3","W12","W12: Newbridge","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","W23","W23: Celbridge","Number","18"
"NDQ07","New Dwelling Completion","20123","2012Q3","W34","W34: Monasterevin","Number","0"
"NDQ07","New Dwelling Completion","20123","2012Q3","W91","W91: Naas","Number","21"
"NDQ07","New Dwelling Completion","20123","2012Q3","X35","X35: Dungarvan","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","X42","X42: Kilmacthomas","Number","3"
"NDQ07","New Dwelling Completion","20123","2012Q3","X91","X91: Waterford","Number","11"
"NDQ07","New Dwelling Completion","20123","2012Q3","Y14","Y14: Arklow","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","Y21","Y21: Enniscorthy","Number","16"
"NDQ07","New Dwelling Completion","20123","2012Q3","Y25","Y25: Gorey","Number","7"
"NDQ07","New Dwelling Completion","20123","2012Q3","Y34","Y34: New Ross","Number","2"
"NDQ07","New Dwelling Completion","20123","2012Q3","Y35","Y35: Wexford","Number","14"
"NDQ07","New Dwelling Completion","20124","2012Q4","-","All","Number","1458"
"NDQ07","New Dwelling Completion","20124","2012Q4","A41","A41: Ballyboughal","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","A42","A42: Garristown","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","A45","A45: Oldtown","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","A63","A63: Greystones","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","A67","A67: Wicklow","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","A75","A75: Castleblaney","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","A81","A81: Carrickmacross","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","A82","A82: Kells","Number","22"
"NDQ07","New Dwelling Completion","20124","2012Q4","A83","A83: Enfield","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","A84","A84: Ashbourne","Number","8"
"NDQ07","New Dwelling Completion","20124","2012Q4","A85","A85: Dunshaughlin","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","A86","A86: Dunboyne","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","A91","A91: Dundalk","Number","44"
"NDQ07","New Dwelling Completion","20124","2012Q4","A92","A92: Drogheda","Number","41"
"NDQ07","New Dwelling Completion","20124","2012Q4","A94","A94: Blackrock","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","A96","A96: Glenageary","Number","19"
"NDQ07","New Dwelling Completion","20124","2012Q4","A98","A98: Bray","Number","7"
"NDQ07","New Dwelling Completion","20124","2012Q4","C15","C15: Navan","Number","27"
"NDQ07","New Dwelling Completion","20124","2012Q4","D01","D01: Dublin 1","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","D02","D02: Dublin 2","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","D03","D03: Dublin 3","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","D04","D04: Dublin 4","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","D05","D05: Dublin 5","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","D06","D06: Dublin 6","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","D07","D07: Dublin 7","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","D08","D08: Dublin 8","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","D09","D09: Dublin 9","Number","51"
"NDQ07","New Dwelling Completion","20124","2012Q4","D10","D10: Dublin 10","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","D11","D11: Dublin 11","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","D12","D12: Dublin 12","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","D13","D13: Dublin 13","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","D14","D14: Dublin 14","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","D15","D15: Dublin 15","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","D16","D16: Dublin 16","Number","8"
"NDQ07","New Dwelling Completion","20124","2012Q4","D17","D17: Dublin 17","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","D18","D18: Dublin 18","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","D20","D20: Dublin 20","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","D22","D22: Dublin 22","Number","14"
"NDQ07","New Dwelling Completion","20124","2012Q4","D24","D24: Dublin 24","Number","39"
"NDQ07","New Dwelling Completion","20124","2012Q4","D6W","D6W: Dublin 6W","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","E21","E21: Cahir","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","E25","E25: Cashel","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","E32","E32: Carrick-on-Suir","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","E34","E34: Tipperary","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","E41","E41: Thurles","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","E45","E45: Nenagh","Number","6"
"NDQ07","New Dwelling Completion","20124","2012Q4","E53","E53: Roscrea","Number","7"
"NDQ07","New Dwelling Completion","20124","2012Q4","E91","E91: Clonmel","Number","11"
"NDQ07","New Dwelling Completion","20124","2012Q4","F12","F12: Claremorris","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","F23","F23: Castlebar","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","F26","F26: Ballina","Number","24"
"NDQ07","New Dwelling Completion","20124","2012Q4","F28","F28: Westport","Number","14"
"NDQ07","New Dwelling Completion","20124","2012Q4","F31","F31: Ballinrobe","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","F35","F35: Ballyhaunis","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","F42","F42: Roscommon","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","F45","F45: Castlerea","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","F52","F52: Boyle","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","F56","F56: Ballymote","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","F91","F91: Sligo","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","F92","F92: Letterkenny","Number","32"
"NDQ07","New Dwelling Completion","20124","2012Q4","F93","F93: Lifford","Number","34"
"NDQ07","New Dwelling Completion","20124","2012Q4","F94","F94: Donegal","Number","12"
"NDQ07","New Dwelling Completion","20124","2012Q4","H12","H12: Cavan","Number","10"
"NDQ07","New Dwelling Completion","20124","2012Q4","H14","H14: Belturbet","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","H16","H16: Cootehill","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","H18","H18: Monaghan","Number","11"
"NDQ07","New Dwelling Completion","20124","2012Q4","H23","H23: Clones","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","H53","H53: Ballinasloe","Number","13"
"NDQ07","New Dwelling Completion","20124","2012Q4","H54","H54: Tuam","Number","8"
"NDQ07","New Dwelling Completion","20124","2012Q4","H62","H62: Loughrea","Number","11"
"NDQ07","New Dwelling Completion","20124","2012Q4","H65","H65: Athenry","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","H71","H71: Clifden","Number","1"
"NDQ07","New Dwelling Completion","20124","2012Q4","H91","H91: Galway","Number","53"
"NDQ07","New Dwelling Completion","20124","2012Q4","K32","K32: Balbriggan","Number","8"
"NDQ07","New Dwelling Completion","20124","2012Q4","K34","K34: Skerries","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","K36","K36: Malahide","Number","13"
"NDQ07","New Dwelling Completion","20124","2012Q4","K45","K45: Lusk","Number","3"
"NDQ07","New Dwelling Completion","20124","2012Q4","K56","K56: Rush","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","K67","K67: Swords","Number","14"
"NDQ07","New Dwelling Completion","20124","2012Q4","K78","K78: Lucan","Number","21"
"NDQ07","New Dwelling Completion","20124","2012Q4","N37","N37: Athlone","Number","18"
"NDQ07","New Dwelling Completion","20124","2012Q4","N39","N39: Longford","Number","8"
"NDQ07","New Dwelling Completion","20124","2012Q4","N41","N41: Carrick-on-Shannon","Number","7"
"NDQ07","New Dwelling Completion","20124","2012Q4","N91","N91: Mullingar","Number","11"
"NDQ07","New Dwelling Completion","20124","2012Q4","P12","P12: Macroom","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","P14","P14: Crookstown","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","P17","P17: Kinsale","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","P24","P24: Cobh","Number","0"
"NDQ07","New Dwelling Completion","20124","2012Q4","P25","P25: Midleton","Number","10"
"NDQ07","New Dwelling Completion","20124","2012Q4","P31","P31: Ballincollig","Number","6"
"NDQ07","New Dwelling Completion","20124","2012Q4","P32","P32: Rylane","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","P36","P36: Youghal","Number","4"
"NDQ07","New Dwelling Completion","20124","2012Q4","P43","P43: Carrigaline","Number","9"
"NDQ07","New Dwelling Completion","20124","2012Q4","P47","P47: Dunmanway","Number","5"
"NDQ07","New Dwelling Completion","20124","2012Q4","P51","P51: Mallow","Number","25"
"NDQ07","New Dwelling Completion","20124","2012Q4","P56","P56: Charleville","Number","7"
"NDQ07","New Dwelling Completion","20124","2012Q4","P61","P61: Fermoy","Number","2"
"NDQ07","New Dwelling Completion","20124","2012Q4","P67","P67: Mitchelstown","Number","5"
